Title,Price,Bids,Finish Time,Url
ViewSonic Projector ,$15.00 ,2 , 12/06 06:22 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074492555
Panasonic Projector,$15.00 ,2 , 12/06 06:21 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074492554
2001 Ford F-150 XLT Pickup,"$2,600.00 ",19 , 12/06 06:21 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074492548
NEC Projector,$15.00 ,2 , 12/06 06:20 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074492553
InFocus Projector ,$20.00 ,3 , 12/06 06:17 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074492550
BenQ Projector ,$20.00 ,3 , 12/06 06:17 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074492549
Title,Price,Bids,Finish Time,Url
(28) Stacking Chairs on Rolling Dolly,$325.00 ,6 , 01/26 08:15 AM,https://www.lsoauctions.com/details.cfm?itemnum=1074500273
(Approx 50) Sheets of Plywood,"$1,030.00 ",46 , 01/24 08:01 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498354
Toner for Sharp Copier,"$1,695.00 ",46 , 01/24 08:01 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498349
Bench Seat,$70.00 ,8 , 01/24 07:59 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498362
(Approx 45) Sheets of Plywood,$810.00 ,33 , 01/24 07:55 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498353
LG 37-inch LCD TV,$40.00 ,8 , 01/24 07:55 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498363
Cabinet,$15.00 ,3 , 01/24 07:53 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498361
File Cabinet,$5.00 ,1 , 01/24 07:52 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498360
File Cabinet,$5.00 ,1 , 01/24 07:51 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498359
File Cabinet,$10.00 ,2 , 01/24 07:50 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498358
Storage Cabinet,$130.00 ,15 , 01/24 07:49 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498357
Storage Cabinet,$95.00 ,17 , 01/24 07:48 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498356
Concrete Mixer,$125.00 ,9 , 01/24 07:48 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498346
Cabinet,$20.00 ,3 , 01/24 07:47 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498355
Concrete Mixer,$85.00 ,8 , 01/24 07:47 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498345
(28) Stacking Chairs on Rolling Dolly,$425.00 ,50 , 01/24 07:47 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498305
(Approx 45) Sheets of Plywood,$805.00 ,19 , 01/24 07:44 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498352
(Approx 50) Sheets of Plywood,"$1,010.00 ",37 , 01/24 07:43 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498351
(7 Pieces) of Framed Art,$25.00 ,4 , 01/24 07:42 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498350
(2) Square Tables,$15.00 ,3 , 01/24 07:42 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498340
(27) Stacking Chairs on Rolling Dolly,$405.00 ,30 , 01/24 07:42 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498310
Concrete Mixer,$175.00 ,14 , 01/24 07:41 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498344
(28) Stacking Chairs on Rolling Dolly,$415.00 ,32 , 01/24 07:41 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498309
Bostitch Wire Sticher,$200.00 ,9 , 01/24 07:40 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498348
U-Line Freezer,$70.00 ,12 , 01/24 07:39 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498347
(2) Square Tables,$10.00 ,2 , 01/24 07:36 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498339
(6) Stacking Chairs,$35.00 ,9 , 01/24 07:35 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498343
(2) Square Tables,$10.00 ,2 , 01/24 07:35 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498338
(2) Chairs,$10.00 ,2 , 01/24 07:34 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498342
(2) Square Tables,$10.00 ,2 , 01/24 07:34 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498337
Side Table ,$15.00 ,2 , 01/24 07:33 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498341
(2) Square Tables,$10.00 ,2 , 01/24 07:33 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498336
(2) Square Tables,$10.00 ,2 , 01/24 07:31 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498334
(2) Round Tables,$10.00 ,3 , 01/24 07:29 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498332
(27) Stacking Chairs on Rolling Dolly,$355.00 ,26 , 01/24 07:28 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498311
(2) Square Tables,$5.00 ,1 , 01/24 07:27 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498335
(3) Round Tables,$15.00 ,2 , 01/24 07:27 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498330
(2) Round Tables,$15.00 ,3 , 01/24 07:25 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498333
(2) Round Tables,$15.00 ,3 , 01/24 07:23 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498331
(2) Square Tables,$10.00 ,2 , 01/24 07:22 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498325
(2) Square Tables,$5.00 ,1 , 01/24 07:21 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498329
(2) Square Tables,$10.00 ,2 , 01/24 07:21 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498324
(2) Square Tables,$5.00 ,1 , 01/24 07:20 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498328
(2) Square Tables,$10.00 ,2 , 01/24 07:20 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498323
(2) Square Tables,$5.00 ,1 , 01/24 07:19 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498327
(2) Square Tables,$10.00 ,2 , 01/24 07:19 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498322
(2) Square Tables,$5.00 ,1 , 01/24 07:18 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498326
(2) Rectangular Tables,$10.00 ,2 , 01/24 07:18 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498321
(2) Rectangular Tables,$10.00 ,2 , 01/24 07:17 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498320
(2) Rectangular Tables,$10.00 ,2 , 01/24 07:16 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498319
(2) Rectangular Tables,$15.00 ,3 , 01/24 07:16 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498314
(2) Rectangular Tables,$10.00 ,2 , 01/24 07:15 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498318
(2) Rectangular Tables,$10.00 ,2 , 01/24 07:14 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498317
(2) Rectangular Tables,$10.00 ,2 , 01/24 07:13 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498316
(2) Rectangular Tables,$10.00 ,2 , 01/24 07:12 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498315
(4) Round Tables ,$5.00 ,1 , 01/24 07:04 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498312
Projector Parts & Control Board/Switches ,$155.00 ,5 , 01/24 07:01 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498304
(28) Stacking Chairs on Rolling Dolly,$115.00 ,9 , 01/24 07:00 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498308
(28) Stacking Chairs on Rolling Dolly,$325.00 ,13 , 01/24 06:59 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498307
(28) Stacking Chairs on Rolling Dolly,$180.00 ,15 , 01/24 06:58 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498306
Projector Lamphouse & Power Supply ,$10.00 ,2 , 01/24 06:58 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498301
Projector Lamphouse & Power Supply ,$10.00 ,2 , 01/24 06:56 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498299
Film Sorage Cabinet & Projection System,$15.00 ,3 , 01/24 06:55 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498303
Simplex 35 Projector,$25.00 ,5 , 01/24 06:55 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498298
Projector Mechanism & Sound Mechanism,$15.00 ,2 , 01/24 06:54 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498302
Simplex 35 Projector,$25.00 ,3 , 01/24 06:52 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498300
Camcorder & Microcassette Recorder,$5.00 ,1 , 01/24 06:49 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498297
Fellowes Paper Shredder ,$5.00 ,1 , 01/24 06:48 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498296
Plasma Display On Rolling Mount ,$30.00 ,5 , 01/24 06:47 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498295
Rolling TV Mount ,$5.00 ,1 , 01/24 06:46 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498294
Leitz Wetzlar Microscope ,$110.00 ,8 , 01/24 06:45 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498293
AO Spencer Microscope ,$40.00 ,3 , 01/24 06:44 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498292
(5) Intranet/Network Cameras,$15.00 ,2 , 01/24 06:43 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498291
Dome Cameras ,$90.00 ,15 , 01/24 06:43 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498286
(4) Ceiling Speakers ,$15.00 ,3 , 01/24 06:42 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498290
Kilogauss Meter,$30.00 ,6 , 01/24 06:41 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498289
Dazor Lamp ,$20.00 ,4 , 01/24 06:40 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498288
(23) Filing Tools,$45.00 ,9 , 01/24 06:39 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498287
Minolta Camera,$30.00 ,6 , 01/24 06:38 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498281
(3) Cameras,$5.00 ,1 , 01/24 06:37 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498285
(2) Sony Cameras,$5.00 ,1 , 01/24 06:36 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498284
Sony Camera,$5.00 ,1 , 01/24 06:35 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498283
Nikon Camera,$50.00 ,11 , 01/24 06:35 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498278
Panasonic Camcorder,$10.00 ,2 , 01/24 06:34 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498282
Sony Camera,$5.00 ,1 , 01/24 06:32 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498280
Canon Camera ,$25.00 ,5 , 01/24 06:31 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498279
NEC Projector,$15.00 ,2 , 01/24 06:30 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498273
Nikon Camera,$10.00 ,2 , 01/24 06:29 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498277
Panasonic VCR,$5.00 ,1 , 01/24 06:28 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498276
Magnavox VCR,$5.00 ,1 , 01/24 06:27 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498275
Sony CD Player,$5.00 ,1 , 01/24 06:26 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498274
NEC Projector,$10.00 ,1 , 01/24 06:24 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498272
Dell Projector,$15.00 ,2 , 01/24 06:23 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498271
NEC Projector,$10.00 ,1 , 01/24 06:22 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498270
Sharp Projector,$10.00 ,1 , 01/24 06:21 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498269
NEC Projector,$30.00 ,5 , 01/24 06:20 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498268
NEC Projector,$15.00 ,2 , 01/24 06:19 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498267
NEC Projector,$10.00 ,1 , 01/24 06:18 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498266
NEC Projector,$10.00 ,1 , 01/24 06:17 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498265
NEC Projector,$35.00 ,5 , 01/24 06:16 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498264
1987 Mazda B2200 Pickup- Key / Starts & Runs,"$1,400.00 ",15 , 01/24 06:15 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074498263
Metal Building ,"$6,025.00 ",75 , 01/10 08:30 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495550
Metal Building,"$1,725.00 ",39 , 01/10 08:28 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495548
Metal Building,"$1,825.00 ",58 , 01/10 08:19 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495549
(Approx 9 Rolls) Indoor/Outdoor Carpet ,$605.00 ,35 , 01/10 08:06 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495551
GE Betz Storage Tank,$85.00 ,5 , 01/10 07:57 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495547
(4 Boxes) Underwater Lights,$145.00 ,19 , 01/10 07:56 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495536
(2) Snap-on Valve Refacers,$55.00 ,4 , 01/10 07:56 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495546
Welding Power Supply,$175.00 ,8 , 01/10 07:55 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495545
Arc Welder,$325.00 ,9 , 01/10 07:54 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495544
(6) Empty Metal Barrels,$85.00 ,15 , 01/10 07:54 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495539
Refrigerated Recirculator ,$95.00 ,6 , 01/10 07:53 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495543
Hydraulic Shop Press ,"$1,455.00 ",19 , 01/10 07:52 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495542
(3) Cylinder Dollies,$80.00 ,9 , 01/10 07:51 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495541
(4) Rolling Cage Racks ,$305.00 ,19 , 01/10 07:50 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495540
Compressor,$315.00 ,14 , 01/10 07:48 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495538
"Cables, U-Shape Tow Hooks",$90.00 ,14 , 01/10 07:47 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495537
Abrasive Machine Tool ,$75.00 ,4 , 01/10 07:45 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495535
Table,$20.00 ,4 , 01/10 07:44 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495534
Table,$15.00 ,3 , 01/10 07:43 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495533
(10) Chairs with Tablet Arm ,$10.00 ,1 , 01/10 07:42 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495532
(10) Chairs with Tablet Arm ,$10.00 ,1 , 01/10 07:41 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495531
Wood A-Frame Easel ,$35.00 ,7 , 01/10 07:40 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495530
(4) Stacking Chairs,$20.00 ,4 , 01/10 07:40 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495525
Hose Reel w/ Pressure Washer Nozzle ,$35.00 ,6 , 01/10 07:39 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495529
(6) Stacking Chairs,$25.00 ,4 , 01/10 07:39 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495524
Confined Space Entry Equipment,$105.00 ,12 , 01/10 07:38 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495528
Metal Storage Unit,$255.00 ,15 , 01/10 07:37 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495527
(2) 5-Drawer Map Cabinets,$160.00 ,11 , 01/10 07:36 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495526
(2) Stacking Chairs,$5.00 ,1 , 01/10 07:33 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495523
(2) Chairs,$25.00 ,5 , 01/10 07:32 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495522
Rolling Desk Chair ,$50.00 ,8 , 01/10 07:31 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495521
Rolling Desk Chair ,$50.00 ,8 , 01/10 07:30 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495520
Atmospheric Vessel/Tank,$5.00 ,1 , 01/10 07:29 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495519
Table & Storage Unit,$100.00 ,11 , 01/10 07:28 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495518
Table & Storage Unit,$100.00 ,12 , 01/10 07:27 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495517
Lateral File Cabinet ,$90.00 ,16 , 01/10 07:26 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495506
Table & Storage Unit,$100.00 ,9 , 01/10 07:26 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495516
Wood Table ,$25.00 ,5 , 01/10 07:25 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495515
Lateral File Cabinet ,$60.00 ,6 , 01/10 07:24 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495504
24-Compartment Mail Sorter ,$30.00 ,7 , 01/10 07:24 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495514
36-Compartment Mail Sorter,$35.00 ,5 , 01/10 07:23 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495513
Table,$15.00 ,3 , 01/10 07:22 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495512
Table,$10.00 ,2 , 01/10 07:21 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495511
Round Table ,$10.00 ,2 , 01/10 07:20 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495510
Lateral File Cabinet ,$65.00 ,8 , 01/10 07:18 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495508
Sony Camcorder ,$145.00 ,32 , 01/10 07:18 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495473
Lateral File Cabinet ,$60.00 ,5 , 01/10 07:17 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495507
Lateral File Cabinet ,$55.00 ,10 , 01/10 07:15 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495505
File Cabinet ,$5.00 ,1 , 01/10 07:13 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495503
File Cabinet ,$10.00 ,2 , 01/10 07:12 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495502
File Cabinet ,$10.00 ,2 , 01/10 07:11 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495501
Metal Bookshelf ,$60.00 ,10 , 01/10 07:11 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495496
Connectors & Wires ,$75.00 ,13 , 01/10 07:11 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495481
File Cabinet ,$10.00 ,2 , 01/10 07:10 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495500
File Cabinet ,$5.00 ,1 , 01/10 07:09 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495499
Metal Cabinet ,$115.00 ,13 , 01/10 07:09 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495494
File Cabinet ,$5.00 ,1 , 01/10 07:08 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495498
Wood Bookshelf ,$5.00 ,1 , 01/10 07:07 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495497
Metal Cabinet ,$100.00 ,13 , 01/10 07:05 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495495
8-Drawer Storage,$215.00 ,14 , 01/10 07:03 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495493
(2) Lamps,$25.00 ,5 , 01/10 07:02 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495492
Side Table ,$55.00 ,9 , 01/10 07:01 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495491
Rolling Surgical Microscope ,$295.00 ,14 , 01/10 07:01 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495486
Corner Shelving Unit,$15.00 ,3 , 01/10 07:00 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495490
Framed Artwork,$20.00 ,4 , 01/10 06:59 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495484
Rolling Oxygen Cylinder Cart,$5.00 ,1 , 01/10 06:59 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495489
Rolling Oxygen Cylinder Cart,$5.00 ,1 , 01/10 06:58 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495488
Cooper Surgical Digital Video Colposcope ,$55.00 ,4 , 01/10 06:57 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495487
Framed Artwork,$10.00 ,2 , 01/10 06:55 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495485
Projector Screen,$15.00 ,3 , 01/10 06:53 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495483
Proxima Projector ,$20.00 ,3 , 01/10 06:52 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495482
"(Approx 40) Printer/Toner Cartridges, Paper Trays",$35.00 ,4 , 01/10 06:50 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495480
Keurig Coffee Maker,$35.00 ,8 , 01/10 06:49 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495479
Lasko Fan ,$15.00 ,3 , 01/10 06:48 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495478
Sterilite 3-Drawer Storage ,$10.00 ,2 , 01/10 06:47 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495477
Sterilite 3-Drawer Storage ,$10.00 ,2 , 01/10 06:46 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495476
(3) Cameras,$10.00 ,2 , 01/10 06:45 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495475
Nikon Digital Camera ,$30.00 ,6 , 01/10 06:44 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495474
Sony Camcorder ,$20.00 ,5 , 01/10 06:42 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495472
Sony Digital Camera ,$40.00 ,5 , 01/10 06:41 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495471
Sony Camcorder ,$15.00 ,3 , 01/10 06:40 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495470
Sony Camcorder ,$25.00 ,5 , 01/10 06:39 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495469
Marathon Electric Motor,$10.00 ,1 , 01/10 06:38 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495468
Marathon Electric Motor,$25.00 ,4 , 01/10 06:37 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495467
Marathon Electric Motor,$15.00 ,2 , 01/10 06:36 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495466
Marathon Electric Motor,$75.00 ,4 , 01/10 06:35 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495465
Marathon Electric Motor,$80.00 ,9 , 01/10 06:34 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495464
Xytronic Soldering Iron,$20.00 ,3 , 01/10 06:33 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495458
Underwater Camera Housing ,$65.00 ,7 , 01/10 06:32 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495452
Elmo Visual Presenter,$30.00 ,5 , 01/10 06:31 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495456
(7) Meters ,$70.00 ,15 , 01/10 06:31 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495461
NEC Projector ,$35.00 ,7 , 01/10 06:30 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495450
Samsung Digital Presenter ,$15.00 ,2 , 01/10 06:30 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495455
Camera Tripod ,$20.00 ,3 , 01/10 06:30 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495460
NEC Projector ,$30.00 ,6 , 01/10 06:29 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495454
Xytronic Soldering Iron,$10.00 ,1 , 01/10 06:29 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495459
Xytronic Soldering Iron,$35.00 ,6 , 01/10 06:27 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495457
1999 Dodge Ram 2500 Van,"$2,100.00 ",28 , 01/10 06:25 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495445
Mitsubishi Projector ,$50.00 ,7 , 01/10 06:23 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495453
Epson Projector ,$15.00 ,2 , 01/10 06:21 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495451
NEC Projector ,$30.00 ,5 , 01/10 06:19 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495449
Casio Projector ,$80.00 ,12 , 01/10 06:18 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495448
Sharp Projector ,$25.00 ,4 , 01/10 06:17 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495447
Sharp Projector ,$25.00 ,4 , 01/10 06:16 PM,https://www.lsoauctions.com/details.cfm?itemnum=1074495446
